Ticker,Window,Model,Samples,Accuracy,Accuracy_Std,Precision,Recall,Specificity,F-Score,AUC
TSLA,2,Random Forest,1230,0.6926829268292682,0.05809453686162552,0.6972909205710283,0.7094024870017297,0.6267228965505678,0.6990135300805373,0.7472923330178525
TSLA,2,XGBoost,1230,0.6829268292682926,0.059854186404247035,0.6951475447732391,0.6830941882000177,0.6369889048945581,0.6838500996238409,0.7424037686992271
TSLA,2,Gradient Boosting,1230,0.6528455284552847,0.08140643545501772,0.6752012084992345,0.6801684869012234,0.5832444179672179,0.6643330599946953,0.7066536041464873
TSLA,2,LightGBM,1230,0.6878048780487804,0.07675933497185153,0.7015927092011742,0.6945854653654889,0.6567401627250241,0.68901038451464,0.7334086763715597
TSLA,2,CatBoost,1230,0.6943089430894309,0.05498484038670215,0.6979682108278358,0.6962866629086093,0.644622438019506,0.6946254067083656,0.7449221434105925
TSLA,5,Random Forest,1230,0.6333333333333333,0.06656744549742673,0.6503498339552956,0.6435233875867746,0.5453832981468449,0.636513455019689,0.6871878777286303
TSLA,5,XGBoost,1230,0.6300813008130082,0.0795751824601116,0.6463382346057103,0.627746584835832,0.5537782078348581,0.6192106203617296,0.680562352040516
TSLA,5,Gradient Boosting,1230,0.6317073170731707,0.08652331835374642,0.6453890411456429,0.6438083692251769,0.5484091015716632,0.6272213898560146,0.6416040373655095
TSLA,5,LightGBM,1230,0.6121951219512195,0.08360949679468255,0.6264174519434306,0.6348717912021644,0.5279114473375557,0.6117286738380002,0.6487986797604786
TSLA,5,CatBoost,1230,0.6382113821138211,0.05331250832765855,0.6613708540528342,0.6198785189282339,0.5845769997654233,0.6284972355699796,0.6908220739672778
TSLA,10,Random Forest,1230,0.6121951219512194,0.10149910775148362,0.6366451081108208,0.5957353718469696,0.5184487822157772,0.5974683959051078,0.6011079170654465
TSLA,10,XGBoost,1230,0.5772357723577236,0.10913706793203146,0.5807902916314693,0.5335723263159619,0.5069456054066587,0.5296629488395197,0.5698032679900157
TSLA,10,Gradient Boosting,1230,0.5691056910569106,0.11300520555378246,0.5725870331567483,0.5833004207511994,0.4604301192548876,0.5615618034319716,0.5622361102862194
TSLA,10,LightGBM,1230,0.5414634146341464,0.10126439727040124,0.5462390932350323,0.5491949807433114,0.4336083862562302,0.5329247343944047,0.5469036892591473
TSLA,10,CatBoost,1230,0.5609756097560975,0.12636981611528744,0.5699205141516066,0.4816426656298223,0.5518868129213742,0.5011579370682046,0.5929513654445403
TSLA,15,Random Forest,1230,0.5861788617886179,0.15202165084400132,0.5363431401700366,0.4830288351512804,0.5370345000527926,0.47254822007998054,0.541724543170635
TSLA,15,XGBoost,1230,0.6121951219512195,0.12695949120343963,0.5792393569679751,0.54422079160866,0.5307332910991447,0.5312628451430619,0.5430748358225773
TSLA,15,Gradient Boosting,1230,0.5772357723577236,0.12471131314631098,0.5211147477539081,0.5052948284738392,0.5189034508851582,0.49668997756504796,0.5122205796083403
